"Tweet Text Cleaned:","Search Term:","getCreatedAt:","getUserLocation:","getUser:","USER.getScreenName:","USER.getDescription:","USER.getFollowersCount:","USER.getFriendsCount:","USER.getId:","USER.getLang:","USER.getLocation:","USER.getName:","USER.getStatus:","USER.getTimeZone:","USER.isGeoEnabled:","getPlace:","getGeoLocation:","getId:","getContributors:","getCurrentUserRetweetId:","getRetweetCount:","getRetweetedStatus:","getSource:","isFavorited:","User Language:"
"From a mom: No wonder vaccine consumers are skeptical, given all the fearmongering and hating by CDC's vaccine bullies. #CDCvax","CDC Vaccine","Thu May 01 13:18:04 EDT 2014","Brunswick, ME","UserJSONImpl{id=38335753, name='Ginger Taylor', screenName='GingerTaylor', location='Brunswick, ME', description='Author, Blogger, Activist, Liberty R, Autism Mom and Media Director http://t.co/diG4zUCjp1.  I really, really don't like corruption.  Seriously.  It bothers me.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/427615525284237312/CV3WOexM_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/427615525284237312/CV3WOexM_normal.jpeg', url='http://t.co/BRS8ujLkbJ', isProtected=false, followersCount=1729, status=null, profileBackgroundColor='302A14', profileTextColor='302A14', profileLinkColor='6F5702', profileSidebarFillColor='E4DAB4', profileSidebarBorderColor='6F5702', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=874, createdAt=Wed May 06 21:42:47 EDT 2009, favouritesCount=45, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/316027695/twilk_background_4e502c99e3c36.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/316027695/twilk_background_4e502c99e3c36.jpg', profileBackgroundTiled=true, lang='en', statusesCount=6271, isGeoEnabled=true, isVerified=false, translator=false, listedCount=106, isFollowRequestSent=false}","GingerTaylor","Author, Blogger, Activist, Liberty R, Autism Mom and Media Director http://t.co/diG4zUCjp1.  I really, really don't like corruption.  Seriously.  It bothers me.","1729","874","38335753","en","Brunswick, ME","Ginger Taylor","null","Eastern Time (US & Canada)","true","null","null","461917482140565504","[J@789934d4","-1","4","null","web","false","en"
"CDC Vaccine Price List Update http://t.co/XpnIZvbCpe","CDC Vaccine","Thu May 01 13:02:26 EDT 2014","ON A JOURNEY.","UserJSONImpl{id=149178570, name='Bhavna Saxena', screenName='rinkui', location='ON A JOURNEY.', description='Too positive to be doubtful, too optimistic to be fearful and too determined to be defeated.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/461237554356834304/ZYKC45Sj_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/461237554356834304/ZYKC45Sj_normal.jpeg', url='null', isProtected=false, followersCount=692, status=null, profileBackgroundColor='642D8B', profileTextColor='3D1957', profileLinkColor='FF0000', profileSidebarFillColor='7AC3EE', profileSidebarBorderColor='65B0DA', profileUseBackgroundImage=false, showAllInlineMedia=false, friendsCount=503, createdAt=Fri May 28 12:26:16 EDT 2010, favouritesCount=744, utcOffset=3600, timeZone='West Central Africa', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/131977031/Photo_58.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/131977031/Photo_58.jpg', profileBackgroundTiled=false, lang='en', statusesCount=98321, isGeoEnabled=true, isVerified=false, translator=false, listedCount=18, isFollowRequestSent=false}","rinkui","Too positive to be doubtful, too optimistic to be fearful and too determined to be defeated.","692","503","149178570","en","ON A JOURNEY.","Bhavna Saxena","null","West Central Africa","true","null","null","461913546519900160","[J@125b8827","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"US Congressman Compares Corruption in CDC's Vaccine Safety Studies to SEC's Handling of Bernie Madoff Scandal http://t.co/WJ4WRfp6kV #CDCvax","CDC Vaccine","Thu May 01 13:00:02 EDT 2014","in browsers all over the world","UserJSONImpl{id=112724522, name='Vaccine Calculator', screenName='VaxCalc', location='in browsers all over the world', description='Provide visibility into vaccine ingredients to help you make informed choices.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/433577637538054145/LhwzfOEe_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/433577637538054145/LhwzfOEe_normal.png', url='http://t.co/Y96B1L7Ji1', isProtected=false, followersCount=2439, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=26, createdAt=Tue Feb 09 09:06:26 EST 2010, favouritesCount=40, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/73792648/header_bkgrnd.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/73792648/header_bkgrnd.jpg', profileBackgroundTiled=true, lang='en', statusesCount=28021, isGeoEnabled=false, isVerified=false, translator=false, listedCount=92, isFollowRequestSent=false}","VaxCalc","Provide visibility into vaccine ingredients to help you make informed choices.","2439","26","112724522","en","in browsers all over the world","Vaccine Calculator","null","Eastern Time (US & Canada)","false","null","null","461912944620871682","[J@3747c1db","-1","1","null","<a href=http://dev.instantactivist.net rel=nofollow>Instant Activist</a>","false","en"
"RT @CDCGlobal: Protect your child with #measles #vaccine, including before traveling abroad. http://t.co/Ax1K38bpni #RUuptodate","CDC Vaccine","Thu May 01 12:55:22 EDT 2014","","UserJSONImpl{id=2422072088, name='I Love Public Health', screenName='MPHPublicHealth', location='', description='Following the nation's leaders' #publichealth tweets so you don't have to. Topics include: #STDs #chronic illness #nutrition #immunizations #aging, & more!', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/450986700538269696/X-x2AJ4Y_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/450986700538269696/X-x2AJ4Y_normal.jpeg', url='null', isProtected=false, followersCount=218, status=null, profileBackgroundColor='8EE8E0', profileTextColor='333333', profileLinkColor='240FC2', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=false, showAllInlineMedia=false, friendsCount=659, createdAt=Tue Apr 01 08:58:30 EDT 2014, favouritesCount=15, utcOffset=-10800, timeZone='Atlantic Time (Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=756, isGeoEnabled=false, isVerified=false, translator=false, listedCount=3, isFollowRequestSent=false}","MPHPublicHealth","Following the nation's leaders' #publichealth tweets so you don't have to. Topics include: #STDs #chronic illness #nutrition #immunizations #aging, & more!","218","659","2422072088","en","","I Love Public Health","null","Atlantic Time (Canada)","false","null","null","461911768550621184","[J@48082d37","-1","0","null","<a href=http://www.hootsuite.com rel=nofollow>HootSuite</a>","false","en"
"Merck will use E health records platform to alert drs of upcoming/missed vax based on CDC's rec.list of adult vax  http://t.co/LCvhvMIzgl","CDC Vaccine","Thu May 01 12:37:58 EDT 2014","","UserJSONImpl{id=155573237, name='Danielle', screenName='VetriDani', location='', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/427818938261864448/vkgaZaSK_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/427818938261864448/vkgaZaSK_normal.jpeg', url='null', isProtected=false, followersCount=104, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=281, createdAt=Mon Jun 14 10:17:15 EDT 2010, favouritesCount=692, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=1117, isGeoEnabled=true, isVerified=false, translator=false, listedCount=2, isFollowRequestSent=false}","VetriDani","","104","281","155573237","en","","Danielle","null","null","true","null","null","461907392620675072","[J@10d09ad3","-1","0","null","web","false","en"
"@EbenPlettner: Dr Hooker gets CDC data showing vaccine autism link http://t.co/RhydMKpUhe #CDCVax","CDC Vaccine","Thu May 01 12:16:37 EDT 2014","Seminole, FL","UserJSONImpl{id=910377870, name='Eben Plettner', screenName='EbenPlettner', location='Seminole, FL', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', url='https://t.co/SMN41s2o', isProtected=false, followersCount=29, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=55, createdAt=Sun Oct 28 10:12:13 EDT 2012, favouritesCount=33, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=212, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","EbenPlettner","","29","55","910377870","en","Seminole, FL","Eben Plettner","null","null","false","null","null","461902019415273472","[J@6f649b44","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"RT @mnhealth: Parents! Check this out: http://t.co/2Dlr2I1O3H. Get your vaccine questions answered. #NIIW","CDC Vaccine","Thu May 01 12:12:45 EDT 2014","Roseville, Minnesota","UserJSONImpl{id=82933637, name='Mn Dept. Education', screenName='MnDeptEd', location='Roseville, Minnesota', description='The Minnesota Department of Education is leading the way for educational equity and excellence throughout the state. Every day for every one.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1875594342/New_Image_normal.JPG', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1875594342/New_Image_normal.JPG', url='http://t.co/mIVY35LYhC', isProtected=false, followersCount=9233, status=null, profileBackgroundColor='FCFCFC', profileTextColor='333333', profileLinkColor='28647A', profileSidebarFillColor='EBE7E6', profileSidebarBorderColor='F9FBFC', profileUseBackgroundImage=false, showAllInlineMedia=false, friendsCount=535, createdAt=Fri Oct 16 13:50:49 EDT 2009, favouritesCount=2, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=1183, isGeoEnabled=false, isVerified=false, translator=false, listedCount=304, isFollowRequestSent=false}","MnDeptEd","The Minnesota Department of Education is leading the way for educational equity and excellence throughout the state. Every day for every one.","9233","535","82933637","en","Roseville, Minnesota","Mn Dept. Education","null","Central Time (US & Canada)","false","null","null","461901043333201921","[J@360dc67e","-1","1","StatusJSONImpl{createdAt=Thu May 01 12:12:03 EDT 2014, id=461900869316128768, text='Parents! Check this out: http://t.co/2Dlr2I1O3H. Get your vaccine questions answered. #NIIW', source='<a href=http://www.hootsuite.com rel=nofollow>HootSuite</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=1, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/2Dlr2I1O3H', expandedURL='http://www.cdc.gov/vaccines/parents/index.html', displayURL='cdc.gov/vaccines/paren…'}], hashtagEntities=[HashtagEntityJSONImpl{text='NIIW'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=25149628, name='MDH', screenName='mnhealth', location='St. Paul, Minnesota', description='Minnesota Department of Health is the state's lead public health agency, responsible for protecting, maintaining and improving the health of all Minnesotans.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/459742385379872768/YrSikGjn_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/459742385379872768/YrSikGjn_normal.png', url='http://t.co/XmM7TFcatS', isProtected=false, followersCount=6150, status=null, profileBackgroundColor='9AE4E8', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDFFCC', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=703, createdAt=Wed Mar 18 16:41:10 EDT 2009, favouritesCount=22, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/776887959/62bbd884425c8ad4d586d19d1daf1375.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/776887959/62bbd884425c8ad4d586d19d1daf1375.jpeg', profileBackgroundTiled=false, lang='en', statusesCount=2438, isGeoEnabled=false, isVerified=false, translator=false, listedCount=295, isFollowRequestSent=false}}","web","false","en"
"CDC: #Vaccines save hundreds of thousands of lives http://t.co/cycJROIo3o via @usatoday","CDC Vaccine","Thu May 01 12:12:27 EDT 2014","","UserJSONImpl{id=416699480, name='Sarah Janelle', screenName='SJJanelle', location='', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/3176057676/8884429456ca8665c17e695e6c322ecb_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/3176057676/8884429456ca8665c17e695e6c322ecb_normal.jpeg', url='null', isProtected=false, followersCount=28, status=null, profileBackgroundColor='ACDED6', profileTextColor='333333', profileLinkColor='038543', profileSidebarFillColor='F6F6F6', profileSidebarBorderColor='EEEEEE', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=68, createdAt=Sat Nov 19 20:23:32 EST 2011, favouritesCount=5, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme18/bg.gif', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme18/bg.gif', profileBackgroundTiled=false, lang='en', statusesCount=89, isGeoEnabled=true, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","SJJanelle","","28","68","416699480","en","","Sarah Janelle","null","Central Time (US & Canada)","true","null","null","461900971245711361","[J@426295eb","-1","0","null","<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>","false","en"
"Parents! Check this out: http://t.co/2Dlr2I1O3H. Get your vaccine questions answered. #NIIW","CDC Vaccine","Thu May 01 12:12:03 EDT 2014","St. Paul, Minnesota","UserJSONImpl{id=25149628, name='MDH', screenName='mnhealth', location='St. Paul, Minnesota', description='Minnesota Department of Health is the state's lead public health agency, responsible for protecting, maintaining and improving the health of all Minnesotans.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/459742385379872768/YrSikGjn_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/459742385379872768/YrSikGjn_normal.png', url='http://t.co/XmM7TFcatS', isProtected=false, followersCount=6150, status=null, profileBackgroundColor='9AE4E8', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDFFCC', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=703, createdAt=Wed Mar 18 16:41:10 EDT 2009, favouritesCount=22, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/776887959/62bbd884425c8ad4d586d19d1daf1375.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/776887959/62bbd884425c8ad4d586d19d1daf1375.jpeg', profileBackgroundTiled=false, lang='en', statusesCount=2438, isGeoEnabled=false, isVerified=false, translator=false, listedCount=295, isFollowRequestSent=false}","mnhealth","Minnesota Department of Health is the state's lead public health agency, responsible for protecting, maintaining and improving the health of all Minnesotans.","6150","703","25149628","en","St. Paul, Minnesota","MDH","null","Central Time (US & Canada)","false","null","null","461900869316128768","[J@56609959","-1","1","null","<a href=http://www.hootsuite.com rel=nofollow>HootSuite</a>","false","en"
"A Major Development In The Vaccine Autism Link Exposes The CDC’s Cover Up http://t.co/rQAGCw5AKg via @sleuthjournal","CDC Vaccine","Thu May 01 11:37:52 EDT 2014","Unknown/Classified","UserJSONImpl{id=1700087322, name='Wraith Writer', screenName='Wraith_Writer', location='Unknown/Classified', description='Political Critic/Crítica política Freelance writer/Escritor independiente Scholar/Erudito Researcher/Investigador ESL Professor/Profesor Dual', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/427530254568017920/gkp2vZvp_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/427530254568017920/gkp2vZvp_normal.jpeg', url='null', isProtected=false, followersCount=405, status=null, profileBackgroundColor='131516', profileTextColor='0084B4', profileLinkColor='009999', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='000000', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=640, createdAt=Sun Aug 25 16:39:42 EDT 2013, favouritesCount=397, utcOffset=-21600, timeZone='Mountain Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/378800000061244634/c4ac96a25cf25e6c4fbc8941da58574a.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/378800000061244634/c4ac96a25cf25e6c4fbc8941da58574a.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=15858, isGeoEnabled=true, isVerified=false, translator=false, listedCount=11, isFollowRequestSent=false}","Wraith_Writer","Political Critic/Crítica política Freelance writer/Escritor independiente Scholar/Erudito Researcher/Investigador ESL Professor/Profesor Dual","405","640","1700087322","en","Unknown/Classified","Wraith Writer","null","Mountain Time (US & Canada)","true","null","null","461892266332680192","[J@5ff3ce5c","-1","0","null","<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>","false","en"
"US senator calls CDC vaccine policy corrupt  http://t.co/jDz1rQjHMw #CDCVax","CDC Vaccine","Thu May 01 11:31:40 EDT 2014","Seminole, FL","UserJSONImpl{id=910377870, name='Eben Plettner', screenName='EbenPlettner', location='Seminole, FL', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', url='https://t.co/SMN41s2o', isProtected=false, followersCount=29, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=55, createdAt=Sun Oct 28 10:12:13 EDT 2012, favouritesCount=33, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=212, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","EbenPlettner","","29","55","910377870","en","Seminole, FL","Eben Plettner","null","null","false","null","null","461890706068758528","[J@7f712b3a","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"RT @PamelaBFelice: @doritmi @VaccineXchange  Rep.Posey The CDC can't be trusted regarding vaccine safety.. CDC should be investigated. ht…","CDC Vaccine","Thu May 01 11:24:46 EDT 2014","","UserJSONImpl{id=299748809, name='The Vaccine Xchange', screenName='VaccineXchange', location='', description='The Vaccine Xchange is a place where people interested in vaccine safety can come and share their stories, find answers, and read the latest scientific studies.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1357686976/Twitpic_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1357686976/Twitpic_normal.png', url='http://t.co/k7oo2IeMmL', isProtected=false, followersCount=4361, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=4658, createdAt=Mon May 16 12:29:29 EDT 2011, favouritesCount=172, utcOffset=-18000, timeZone='Quito', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/257612674/twitterbkgnd.png', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/257612674/twitterbkgnd.png', profileBackgroundTiled=false, lang='en', statusesCount=12516, isGeoEnabled=false, isVerified=false, translator=false, listedCount=63, isFollowRequestSent=false}","VaccineXchange","The Vaccine Xchange is a place where people interested in vaccine safety can come and share their stories, find answers, and read the latest scientific studies.","4361","4658","299748809","en","","The Vaccine Xchange","null","Quito","false","null","null","461888970268614656","[J@5ecd2e33","-1","1","StatusJSONImpl{createdAt=Thu May 01 11:24:15 EDT 2014, id=461888837841862656, text='@doritmi @VaccineXchange  Rep.Posey The CDC can't be trusted regarding vaccine safety.. CDC should be investigated. http://t.co/trxj2qIB23', source='web', isTruncated=false, inReplyToStatusId=461878779221401600, inReplyToUserId=54886540, isFavorited=false, isRetweeted=false, favoriteCount=2, inReplyToScreenName='doritmi', geoLocation=null, place=null, retweetCount=1, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[UserMentionEntityJSONImpl{name='Dorit Reiss', screenName='doritmi', id=54886540}, UserMentionEntityJSONImpl{name='The Vaccine Xchange', screenName='VaccineXchange', id=299748809}], urlEntities=[URLEntityJSONImpl{url='http://t.co/trxj2qIB23', expandedURL='http://ow.ly/wnczp', displayURL='ow.ly/wnczp'}], hashtagEntities=[], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=2472635761, name='Pamela Felice', screenName='PamelaBFelice', location='', description='', isContributorsEnabled=false, profileImageUrl='http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', profileImageUrlHttps='https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', url='null', isProtected=false, followersCount=4, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=20, createdAt=Thu May 01 10:55:14 EDT 2014, favouritesCount=0, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=3, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}}","web","false","en"
"@doritmi @VaccineXchange  Rep.Posey The CDC can't be trusted regarding vaccine safety.. CDC should be investigated. http://t.co/trxj2qIB23","CDC Vaccine","Thu May 01 11:24:15 EDT 2014","","UserJSONImpl{id=2472635761, name='Pamela Felice', screenName='PamelaBFelice', location='', description='', isContributorsEnabled=false, profileImageUrl='http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', profileImageUrlHttps='https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', url='null', isProtected=false, followersCount=4, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=20, createdAt=Thu May 01 10:55:14 EDT 2014, favouritesCount=0, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=3, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","PamelaBFelice","","4","20","2472635761","en","","Pamela Felice","null","null","false","null","null","461888837841862656","[J@709446e4","-1","1","null","web","false","en"
"National Infant Immunization Week is here! It's important to protect infants from vaccine-preventable diseases.... http://t.co/TUYP1zcRml","CDC Vaccine","Thu May 01 11:15:43 EDT 2014","Paulus Hook, Jersey City","UserJSONImpl{id=2244443995, name='PaulusHookHealthStop', screenName='PHHealthStop', location='Paulus Hook, Jersey City', description='Your path to a better you. An easier, faster, after hours, walk-in care center.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000867707453/g-vtOmNJ_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000867707453/g-vtOmNJ_normal.jpeg', url='http://t.co/AYVADojTve', isProtected=false, followersCount=10, status=null, profileBackgroundColor='FFF1E2', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=15, createdAt=Fri Dec 13 15:17:11 EST 2013, favouritesCount=0, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/378800000151946184/MGZmSv9u.png', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/378800000151946184/MGZmSv9u.png', profileBackgroundTiled=false, lang='en', statusesCount=68, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","PHHealthStop","Your path to a better you. An easier, faster, after hours, walk-in care center.","10","15","2244443995","en","Paulus Hook, Jersey City","PaulusHookHealthStop","null","null","false","null","null","461886691288969216","[J@16ba5c7a","-1","0","null","<a href=http://www.facebook.com/twitter rel=nofollow>Facebook</a>","false","en"
"National Infant Immunization Week is here! It's important to protect infants from vaccine-preventable diseases.... http://t.co/CEvfBPoPRk","CDC Vaccine","Thu May 01 11:15:43 EDT 2014","Jersey City, NJ","UserJSONImpl{id=74781431, name='JCMC', screenName='JCMedCenter', location='Jersey City, NJ', description='Jersey City Medical Center provides for the region's every health need, from high tech infant care or adult surgery, to in hospital rehabilitation.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000260981825/fc9a913580219eea2577c6b278e0be9b_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000260981825/fc9a913580219eea2577c6b278e0be9b_normal.png', url='http://t.co/1Oil9toWLE', isProtected=false, followersCount=437, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=84, createdAt=Wed Sep 16 13:12:57 EDT 2009, favouritesCount=3, utcOffset=-18000, timeZone='Quito', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/378800000047287655/1afc6d95a0d9f4c013bddfa40ccd8b1c.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/378800000047287655/1afc6d95a0d9f4c013bddfa40ccd8b1c.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=899, isGeoEnabled=false, isVerified=false, translator=false, listedCount=22, isFollowRequestSent=false}","JCMedCenter","Jersey City Medical Center provides for the region's every health need, from high tech infant care or adult surgery, to in hospital rehabilitation.","437","84","74781431","en","Jersey City, NJ","JCMC","null","Quito","false","null","null","461886690400141312","[J@250d593e","-1","0","null","<a href=http://www.facebook.com/twitter rel=nofollow>Facebook</a>","false","en"
